,approved,date,duration,module,Year,progress,type,Marks,Student,Supervisor
0,0.0,2017-11-22,,mcm,2018,satisfactory,approval,66.0,4.0,17.0
1,1.0,2017-12-07,,mcm,2018,satisfactory,approval,66.0,4.0,17.0
2,,2018-02-20,,mcm,2018,satisfactory,meeting,66.0,4.0,17.0
3,,2018-07-13,,mcm,2018,satisfactory,meeting,66.0,4.0,17.0
4,1.0,2018-01-23,,mcm,2018,satisfactory,approval,58.0,14.0,41.0
5,,2018-03-21,10.0,mcm,2018,satisfactory,meeting,58.0,14.0,41.0
6,0.0,2017-12-04,,mcm,2018,satisfactory,approval,58.0,14.0,41.0
7,1.0,2018-03-13,,mcm,2018,satisfactory,approval,58.0,66.0,27.0
8,,2018-03-13,,mcm,2018,moderate,meeting,58.0,66.0,27.0
9,,2018-07-10,,mcm,2018,moderate,meeting,58.0,66.0,27.0
10,,2018-08-03,,mcm,2018,satisfactory,meeting,58.0,66.0,27.0
11,0.0,2018-03-01,,mcm,2018,satisfactory,approval,58.0,66.0,27.0
12,,2018-07-12,,mcm,2018,unsatisfactory,meeting,58.0,66.0,27.0
13,,2018-04-25,,mcm,2018,satisfactory,meeting,58.0,66.0,27.0
14,0.0,2018-03-01,,mcm,2018,satisfactory,approval,58.0,66.0,27.0
15,,2018-02-08,30.0,mcm,2018,moderate,meeting,40.0,79.0,5.0
16,,2018-02-08,15.0,mcm,2018,moderate,meeting,40.0,79.0,5.0
17,,2018-02-08,45.0,mcm,2018,moderate,meeting,40.0,79.0,5.0
18,,2018-02-15,30.0,mcm,2018,moderate,meeting,40.0,79.0,5.0
19,,2018-04-12,50.0,mcm,2018,moderate,meeting,40.0,79.0,5.0
20,,2018-05-18,20.0,mcm,2018,moderate,meeting,40.0,79.0,5.0
21,,2018-05-08,30.0,mcm,2018,unsatisfactory,meeting,40.0,79.0,5.0
22,1.0,2017-12-04,,mcm,2018,satisfactory,approval,35.0,109.0,45.0
23,,2018-07-24,,mcm,2018,moderate,meeting,40.0,79.0,5.0
24,,2018-02-08,,mcm,2018,satisfactory,meeting,35.0,109.0,45.0
25,,2018-04-02,,mcm,2018,satisfactory,meeting,35.0,109.0,45.0
26,,2018-04-26,,mcm,2018,satisfactory,meeting,35.0,109.0,45.0
27,,2018-06-14,,mcm,2018,satisfactory,meeting,35.0,109.0,45.0
28,,2018-07-30,,mcm,2018,satisfactory,meeting,35.0,109.0,45.0
29,1.0,2017-12-04,,mcm,2018,satisfactory,approval,,,60.0
30,,2017-11-23,5.0,mcm,2018,satisfactory,meeting,,,60.0
31,,2017-11-30,1.0,mcm,2018,satisfactory,meeting,,,60.0
32,,2018-02-06,,mcm,2018,moderate,meeting,,,60.0
33,,2018-04-05,20.0,mcm,2018,moderate,meeting,,,60.0
34,1.0,2017-12-04,,mcm,2018,satisfactory,approval,41.0,130.0,45.0
35,,2018-02-08,,mcm,2018,moderate,meeting,41.0,130.0,45.0
36,,2018-04-02,,mcm,2018,moderate,meeting,41.0,130.0,45.0
37,,2018-04-26,,mcm,2018,moderate,meeting,41.0,130.0,45.0
38,,2018-06-14,,mcm,2018,moderate,meeting,41.0,130.0,45.0
39,,2018-07-25,,mcm,2018,moderate,meeting,41.0,130.0,45.0
40,1.0,2017-12-04,,mcm,2018,satisfactory,approval,49.0,131.0,32.0
41,,2017-11-23,30.0,mcm,2018,satisfactory,meeting,49.0,131.0,32.0
42,,2017-12-18,30.0,mcm,2018,satisfactory,meeting,49.0,131.0,32.0
43,,2017-12-21,30.0,mcm,2018,satisfactory,meeting,49.0,131.0,32.0
44,,2018-02-07,30.0,mcm,2018,satisfactory,meeting,49.0,131.0,32.0
45,,2018-02-22,30.0,mcm,2018,moderate,meeting,49.0,131.0,32.0
46,,2018-03-08,30.0,mcm,2018,moderate,meeting,49.0,131.0,32.0
47,,2018-03-20,30.0,mcm,2018,moderate,meeting,49.0,131.0,32.0
48,,2018-04-30,30.0,mcm,2018,moderate,meeting,49.0,131.0,32.0
49,,2018-05-08,10.0,mcm,2018,satisfactory,meeting,49.0,131.0,32.0
50,,2018-05-21,30.0,mcm,2018,satisfactory,meeting,49.0,131.0,32.0
51,,2018-07-09,30.0,mcm,2018,moderate,meeting,49.0,131.0,32.0
52,,2017-10-26,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
53,,2017-11-02,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
54,,2017-11-09,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
55,,2017-11-23,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
56,,2017-12-14,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
57,,2018-02-08,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
58,,2018-02-20,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
59,,2018-03-08,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
60,,2018-04-24,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
61,,2018-05-31,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
62,,2018-06-26,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
63,,2018-07-12,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
64,,2018-08-07,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
65,,2018-08-21,,mcm,2018,satisfactory,meeting,73.0,141.0,33.0
66,1.0,2017-12-04,,mcm,2018,satisfactory,approval,73.0,141.0,33.0
67,,2017-11-02,,mcm,2018,satisfactory,meeting,66.0,165.0,33.0
68,,2017-11-16,,mcm,2018,satisfactory,meeting,66.0,165.0,33.0
69,,2017-12-05,,mcm,2018,satisfactory,meeting,66.0,165.0,33.0
70,,2018-03-15,,mcm,2018,satisfactory,meeting,66.0,165.0,33.0
71,,2018-05-31,,mcm,2018,satisfactory,meeting,66.0,165.0,33.0
72,,2018-06-26,,mcm,2018,satisfactory,meeting,66.0,165.0,33.0
73,,2018-07-05,,mcm,2018,satisfactory,meeting,66.0,165.0,33.0
74,,2018-07-12,,mcm,2018,satisfactory,meeting,66.0,165.0,33.0
75,,2018-08-08,,mcm,2018,satisfactory,meeting,66.0,165.0,33.0
76,,2018-08-26,,mcm,2018,satisfactory,meeting,66.0,165.0,33.0
77,0.0,2017-12-04,,mcm,2018,satisfactory,approval,66.0,165.0,33.0
78,1.0,2018-02-12,,mcm,2018,satisfactory,approval,66.0,165.0,33.0
79,1.0,2018-02-12,,mcm,2018,satisfactory,approval,66.0,165.0,33.0
80,,2017-10-18,,mcm,2018,satisfactory,meeting,70.0,169.0,6.0
81,,2018-02-13,45.0,mcm,2018,satisfactory,meeting,70.0,169.0,6.0
82,,2018-04-10,45.0,mcm,2018,satisfactory,meeting,70.0,169.0,6.0
83,,2018-07-06,,mcm,2018,satisfactory,meeting,70.0,169.0,6.0
84,1.0,2017-12-04,,mcm,2018,satisfactory,approval,70.0,169.0,6.0
85,1.0,2017-12-07,,mcm,2018,satisfactory,approval,72.0,213.0,62.0
86,,2018-03-12,,mcm,2018,satisfactory,meeting,72.0,213.0,62.0
87,,2018-07-18,,mcm,2018,satisfactory,meeting,72.0,213.0,62.0
88,,2017-11-01,,mcm,2018,satisfactory,meeting,72.0,213.0,62.0
89,,2018-02-20,,mcm,2018,satisfactory,meeting,76.0,216.0,4.0
90,,2018-02-15,30.0,mcm,2018,satisfactory,meeting,76.0,216.0,4.0
91,,2018-07-05,30.0,mcm,2018,moderate,meeting,76.0,216.0,4.0
92,,2018-08-09,60.0,mcm,2018,moderate,meeting,76.0,216.0,4.0
93,1.0,2017-12-07,,mcm,2018,satisfactory,approval,61.0,222.0,6.0
94,,2017-11-01,,mcm,2018,satisfactory,meeting,61.0,222.0,6.0
95,,2017-12-07,,mcm,2018,satisfactory,meeting,61.0,222.0,6.0
96,,2018-04-29,0.0,mcm,2018,satisfactory,meeting,61.0,222.0,6.0
97,,2018-04-29,,mcm,2018,satisfactory,meeting,61.0,222.0,6.0
98,,2018-07-06,,mcm,2018,satisfactory,meeting,61.0,222.0,6.0
99,,2018-02-13,,mcm,2018,satisfactory,meeting,70.0,286.0,58.0
100,,2018-03-16,,mcm,2018,satisfactory,meeting,70.0,286.0,58.0
101,,2018-05-28,,mcm,2018,satisfactory,meeting,70.0,286.0,58.0
102,,2018-07-02,,mcm,2018,satisfactory,meeting,70.0,286.0,58.0
103,,2018-07-23,25.0,mcm,2018,satisfactory,meeting,70.0,286.0,58.0
104,1.0,2017-12-04,,mcm,2018,satisfactory,approval,70.0,286.0,58.0
105,1.0,2017-12-07,,mcm,2018,satisfactory,approval,86.0,324.0,27.0
106,,2018-02-08,,mcm,2018,satisfactory,meeting,86.0,324.0,27.0
107,0.0,2017-12-07,,mcm,2018,satisfactory,approval,86.0,324.0,27.0
108,,2018-02-15,,mcm,2018,satisfactory,meeting,86.0,324.0,27.0
109,,2018-03-13,,mcm,2018,satisfactory,meeting,86.0,324.0,27.0
110,,2018-03-13,,mcm,2018,satisfactory,meeting,86.0,324.0,27.0
111,,2018-03-27,,mcm,2018,satisfactory,meeting,86.0,324.0,27.0
112,,2018-06-19,,mcm,2018,moderate,meeting,86.0,324.0,27.0
113,,2018-06-25,,mcm,2018,satisfactory,meeting,86.0,324.0,27.0
114,,2018-07-03,,mcm,2018,satisfactory,meeting,86.0,324.0,27.0
115,,2018-07-10,,mcm,2018,satisfactory,meeting,86.0,324.0,27.0
116,,2018-05-31,,mcm,2018,satisfactory,meeting,40.0,371.0,24.0
117,0.0,2017-12-04,,mcm,2018,satisfactory,approval,40.0,371.0,24.0
118,1.0,2017-12-04,,mcm,2018,satisfactory,approval,75.0,382.0,62.0
119,,2017-10-19,,mcm,2018,satisfactory,meeting,75.0,382.0,62.0
120,,2017-11-09,,mcm,2018,satisfactory,meeting,75.0,382.0,62.0
121,,2017-11-30,20.0,mcm,2018,satisfactory,meeting,75.0,382.0,62.0
122,,2017-12-04,45.0,mcm,2018,satisfactory,meeting,75.0,382.0,62.0
123,,2018-02-26,,mcm,2018,satisfactory,meeting,75.0,382.0,62.0
124,,2018-03-12,,mcm,2018,satisfactory,meeting,75.0,382.0,62.0
125,,2018-04-16,,mcm,2018,satisfactory,meeting,75.0,382.0,62.0
126,,2018-05-31,,mcm,2018,satisfactory,meeting,75.0,382.0,62.0
127,,2018-06-14,,mcm,2018,satisfactory,meeting,75.0,382.0,62.0
128,,2018-07-11,,mcm,2018,satisfactory,meeting,75.0,382.0,62.0
129,,2018-07-24,,mcm,2018,satisfactory,meeting,75.0,382.0,62.0
130,,2018-02-08,,mcm,2018,moderate,meeting,44.0,383.0,45.0
131,,2018-04-02,30.0,mcm,2018,moderate,meeting,44.0,383.0,45.0
132,,2018-04-06,,mcm,2018,moderate,meeting,44.0,383.0,45.0
133,,2018-04-26,,mcm,2018,moderate,meeting,44.0,383.0,45.0
134,,2018-06-14,,mcm,2018,moderate,meeting,44.0,383.0,45.0
135,,2018-06-27,,mcm,2018,moderate,meeting,44.0,383.0,45.0
136,,2018-07-11,,mcm,2018,moderate,meeting,44.0,383.0,45.0
137,,2018-07-19,,mcm,2018,moderate,meeting,44.0,383.0,45.0
138,,2018-07-25,,mcm,2018,moderate,meeting,44.0,383.0,45.0
139,1.0,2017-12-04,,mcm,2018,satisfactory,approval,44.0,383.0,45.0
140,,2017-11-10,,mcm,2018,satisfactory,meeting,62.0,401.0,44.0
141,,2017-12-01,33.0,mcm,2018,moderate,meeting,62.0,401.0,44.0
142,,2018-02-09,17.0,mcm,2018,satisfactory,meeting,62.0,401.0,44.0
143,,2018-02-23,20.0,mcm,2018,satisfactory,meeting,62.0,401.0,44.0
144,,2018-02-23,,mcm,2018,satisfactory,meeting,62.0,401.0,44.0
145,,2018-03-23,25.0,mcm,2018,satisfactory,meeting,62.0,401.0,44.0
146,,2018-04-06,25.0,mcm,2018,satisfactory,meeting,62.0,401.0,44.0
147,,2018-06-08,30.0,mcm,2018,satisfactory,meeting,62.0,401.0,44.0
148,,2018-06-14,45.0,mcm,2018,satisfactory,meeting,62.0,401.0,44.0
149,,2018-06-22,30.0,mcm,2018,satisfactory,meeting,62.0,401.0,44.0
150,,2018-07-06,,mcm,2018,satisfactory,meeting,62.0,401.0,44.0
151,,2018-07-13,11.0,mcm,2018,satisfactory,meeting,62.0,401.0,44.0
152,1.0,2017-12-04,,mcm,2018,satisfactory,approval,61.0,402.0,62.0
153,1.0,2017-12-04,,mcm,2018,satisfactory,approval,62.0,401.0,44.0
154,,2017-11-02,,mcm,2018,satisfactory,meeting,61.0,402.0,62.0
155,,2017-11-13,,mcm,2018,satisfactory,meeting,61.0,402.0,62.0
156,,2017-11-21,,mcm,2018,satisfactory,meeting,61.0,402.0,62.0
157,,2017-11-30,15.0,mcm,2018,satisfactory,meeting,61.0,402.0,62.0
158,,2017-12-04,45.0,mcm,2018,satisfactory,meeting,61.0,402.0,62.0
159,,2018-02-06,0.0,mcm,2018,satisfactory,meeting,61.0,402.0,62.0
160,,2018-03-13,,mcm,2018,satisfactory,meeting,61.0,402.0,62.0
161,,2018-04-03,,mcm,2018,satisfactory,meeting,61.0,402.0,62.0
162,,2018-04-24,,mcm,2018,satisfactory,meeting,61.0,402.0,62.0
163,,2018-05-31,,mcm,2018,satisfactory,meeting,61.0,402.0,62.0
164,,2018-07-10,,mcm,2018,satisfactory,meeting,61.0,402.0,62.0
165,,2018-07-23,,mcm,2018,satisfactory,meeting,61.0,402.0,62.0
166,0.0,2017-12-07,,mcm,2018,satisfactory,approval,0.0,494.0,44.0
167,,2017-11-21,30.0,mcm,2018,moderate,meeting,60.0,576.0,5.0
168,,2017-11-21,45.0,mcm,2018,satisfactory,meeting,60.0,576.0,5.0
169,,2018-02-07,20.0,mcm,2018,satisfactory,meeting,60.0,576.0,5.0
170,,2018-03-21,20.0,mcm,2018,satisfactory,meeting,60.0,576.0,5.0
171,,2018-04-11,20.0,mcm,2018,satisfactory,meeting,60.0,576.0,5.0
172,,2018-05-31,20.0,mcm,2018,satisfactory,meeting,60.0,576.0,5.0
173,,2018-07-03,,mcm,2018,satisfactory,meeting,60.0,576.0,5.0
174,1.0,2017-12-04,,mcm,2018,satisfactory,approval,60.0,576.0,5.0
175,1.0,2017-12-04,,mcm,2018,satisfactory,approval,60.0,576.0,5.0
176,1.0,2017-12-04,,mcm,2018,satisfactory,approval,56.0,627.0,24.0
177,1.0,2017-12-04,,mcm,2018,satisfactory,approval,72.0,631.0,45.0
178,,2018-02-08,,mcm,2018,satisfactory,meeting,72.0,631.0,45.0
179,,2018-04-02,30.0,mcm,2018,moderate,meeting,72.0,631.0,45.0
180,,2018-04-26,,mcm,2018,moderate,meeting,72.0,631.0,45.0
181,,2018-06-14,,mcm,2018,satisfactory,meeting,72.0,631.0,45.0
182,,2018-07-11,,mcm,2018,satisfactory,meeting,72.0,631.0,45.0
183,,2018-07-11,,mcm,2018,satisfactory,meeting,72.0,631.0,45.0
184,,2018-07-25,,mcm,2018,satisfactory,meeting,72.0,631.0,45.0
185,,2018-07-25,,mcm,2018,satisfactory,meeting,72.0,631.0,45.0
186,,2018-08-09,,mcm,2018,satisfactory,meeting,72.0,631.0,45.0
187,,2017-11-23,40.0,mcm,2018,satisfactory,meeting,60.0,637.0,32.0
188,,2017-12-18,30.0,mcm,2018,satisfactory,meeting,60.0,637.0,32.0
189,,2017-12-21,45.0,mcm,2018,satisfactory,meeting,60.0,637.0,32.0
190,,2018-02-22,30.0,mcm,2018,satisfactory,meeting,60.0,637.0,32.0
191,,2018-02-07,,mcm,2018,satisfactory,meeting,60.0,637.0,32.0
192,,2018-03-08,30.0,mcm,2018,satisfactory,meeting,60.0,637.0,32.0
193,,2018-03-20,30.0,mcm,2018,satisfactory,meeting,60.0,637.0,32.0
194,,2018-04-05,30.0,mcm,2018,moderate,meeting,60.0,637.0,32.0
195,,2018-05-29,90.0,mcm,2018,satisfactory,meeting,60.0,637.0,32.0
196,,2018-06-25,30.0,mcm,2018,satisfactory,meeting,60.0,637.0,32.0
197,1.0,2017-12-04,,mcm,2018,satisfactory,approval,60.0,637.0,32.0
198,1.0,2017-12-04,,mcm,2018,satisfactory,approval,70.0,645.0,44.0
199,,2017-11-17,20.0,mcm,2018,satisfactory,meeting,70.0,645.0,44.0
200,,2017-12-01,,mcm,2018,satisfactory,meeting,70.0,645.0,44.0
201,,2018-02-09,45.0,mcm,2018,moderate,meeting,70.0,645.0,44.0
202,,2018-03-09,70.0,mcm,2018,satisfactory,meeting,70.0,645.0,44.0
203,,2018-03-23,20.0,mcm,2018,moderate,meeting,70.0,645.0,44.0
204,,2018-04-06,10.0,mcm,2018,satisfactory,meeting,70.0,645.0,44.0
205,,2018-06-08,30.0,mcm,2018,satisfactory,meeting,70.0,645.0,44.0
206,,2018-07-13,30.0,mcm,2018,satisfactory,meeting,70.0,645.0,44.0
207,,2017-10-08,30.0,mcm,2018,satisfactory,meeting,0.0,687.0,25.0
208,,2017-11-20,45.0,mcm,2018,satisfactory,meeting,0.0,687.0,25.0
209,,2017-11-30,45.0,mcm,2018,satisfactory,meeting,0.0,687.0,25.0
210,,2018-02-13,,mcm,2018,satisfactory,meeting,0.0,687.0,25.0
211,,2018-02-13,,mcm,2018,moderate,meeting,0.0,687.0,25.0
212,1.0,2017-12-04,,mcm,2018,satisfactory,approval,0.0,687.0,25.0
213,,2017-12-01,,mcm,2018,moderate,meeting,73.0,697.0,17.0
214,,2018-02-07,,mcm,2018,satisfactory,meeting,73.0,697.0,17.0
215,,2018-02-21,,mcm,2018,satisfactory,meeting,73.0,697.0,17.0
216,,2018-04-24,,mcm,2018,moderate,meeting,73.0,697.0,17.0
217,,2018-06-07,,mcm,2018,moderate,meeting,73.0,697.0,17.0
218,,2018-07-13,,mcm,2018,moderate,meeting,73.0,697.0,17.0
219,1.0,2017-12-04,,mcm,2018,satisfactory,approval,73.0,697.0,17.0
220,,2018-08-07,,mcm,2018,satisfactory,meeting,73.0,697.0,17.0
221,,2018-03-06,,mcm,2018,satisfactory,meeting,65.0,732.0,24.0
222,,2018-07-13,15.0,mcm,2018,satisfactory,meeting,67.0,702.0,44.0
223,,2018-05-23,,mcm,2018,satisfactory,meeting,65.0,732.0,24.0
224,,2018-08-30,,mcm,2018,satisfactory,meeting,65.0,732.0,24.0
225,1.0,2017-12-04,,mcm,2018,satisfactory,approval,65.0,732.0,24.0
226,,2018-02-07,20.0,mcm,2018,satisfactory,meeting,12.0,735.0,3.0
227,,2018-03-08,15.0,mcm,2018,satisfactory,meeting,12.0,735.0,3.0
228,,2018-06-14,15.0,mcm,2018,satisfactory,meeting,12.0,735.0,3.0
229,1.0,2017-12-04,,mcm,2018,satisfactory,approval,12.0,735.0,3.0
230,1.0,2017-12-07,,mcm,2018,satisfactory,approval,25.0,754.0,10.0
231,1.0,2017-12-04,,mcm,2018,satisfactory,approval,64.0,761.0,44.0
232,,2017-11-17,15.0,mcm,2018,satisfactory,meeting,64.0,761.0,44.0
233,,2017-12-15,25.0,mcm,2018,satisfactory,meeting,64.0,761.0,44.0
234,,2018-02-23,,mcm,2018,satisfactory,meeting,64.0,761.0,44.0
235,,2018-03-08,20.0,mcm,2018,satisfactory,meeting,64.0,761.0,44.0
236,,2018-03-29,25.0,mcm,2018,satisfactory,meeting,64.0,761.0,44.0
237,,2018-06-08,30.0,mcm,2018,satisfactory,meeting,64.0,761.0,44.0
238,,2018-04-09,,mcm,2018,satisfactory,meeting,64.0,761.0,44.0
239,,2017-12-01,28.0,mcm,2018,satisfactory,meeting,64.0,761.0,44.0
240,,2018-06-22,,mcm,2018,moderate,meeting,64.0,761.0,44.0
241,,2018-07-19,31.0,mcm,2018,satisfactory,meeting,64.0,761.0,44.0
242,1.0,2018-02-23,,mcm,2018,satisfactory,approval,70.0,769.0,60.0
243,,2018-07-06,30.0,mcm,2018,moderate,meeting,64.0,761.0,44.0
244,,2018-02-27,25.0,mcm,2018,satisfactory,meeting,70.0,769.0,60.0
245,,2018-05-15,,mcm,2018,satisfactory,meeting,70.0,769.0,60.0
246,,2018-02-08,20.0,mcm,2018,satisfactory,meeting,73.0,815.0,41.0
247,,2018-07-03,25.0,mcm,2018,satisfactory,meeting,73.0,815.0,41.0
248,,2018-04-05,15.0,mcm,2018,satisfactory,meeting,73.0,815.0,41.0
249,,2018-07-11,25.0,mcm,2018,satisfactory,meeting,73.0,815.0,41.0
250,1.0,2017-12-07,,mcm,2018,satisfactory,approval,73.0,815.0,41.0
251,,2017-10-26,,mcm,2018,satisfactory,meeting,44.0,826.0,4.0
252,,2017-11-02,,mcm,2018,moderate,meeting,44.0,826.0,4.0
253,,2017-11-09,,mcm,2018,moderate,meeting,44.0,826.0,4.0
254,,2017-11-30,,mcm,2018,satisfactory,meeting,44.0,826.0,4.0
255,,2017-11-30,60.0,mcm,2018,unsatisfactory,meeting,44.0,826.0,4.0
256,,2018-02-05,,mcm,2018,satisfactory,meeting,44.0,826.0,4.0
257,,2018-05-03,,mcm,2018,moderate,meeting,44.0,826.0,4.0
258,,2018-02-15,30.0,mcm,2018,moderate,meeting,44.0,826.0,4.0
259,,2018-06-14,20.0,mcm,2018,unsatisfactory,meeting,44.0,826.0,4.0
260,1.0,2017-12-07,,mcm,2018,satisfactory,approval,44.0,826.0,4.0
261,1.0,2017-12-04,,mcm,2018,satisfactory,approval,70.0,845.0,32.0
262,,2017-11-23,40.0,mcm,2018,satisfactory,meeting,70.0,845.0,32.0
263,,2017-12-18,30.0,mcm,2018,satisfactory,meeting,70.0,845.0,32.0
264,,2018-02-07,30.0,mcm,2018,satisfactory,meeting,70.0,845.0,32.0
265,,2018-02-22,30.0,mcm,2018,moderate,meeting,70.0,845.0,32.0
266,,2018-04-05,30.0,mcm,2018,satisfactory,meeting,70.0,845.0,32.0
267,,2018-03-20,30.0,mcm,2018,satisfactory,meeting,70.0,845.0,32.0
268,,2018-05-08,10.0,mcm,2018,moderate,meeting,70.0,845.0,32.0
269,,2018-05-28,30.0,mcm,2018,satisfactory,meeting,70.0,845.0,32.0
270,,2018-06-12,45.0,mcm,2018,satisfactory,meeting,70.0,845.0,32.0
271,,2018-07-09,30.0,mcm,2018,satisfactory,meeting,70.0,845.0,32.0
272,,2018-03-06,,mcm,2018,moderate,meeting,64.0,861.0,2.0
273,,2018-03-13,,mcm,2018,moderate,meeting,64.0,861.0,2.0
274,,2018-03-13,,mcm,2018,satisfactory,meeting,64.0,861.0,2.0
275,,2018-03-21,,mcm,2018,satisfactory,meeting,64.0,861.0,2.0
276,,2018-04-05,,mcm,2018,satisfactory,meeting,64.0,861.0,2.0
277,,2018-05-09,,mcm,2018,moderate,meeting,64.0,861.0,2.0
278,,2018-06-05,30.0,mcm,2018,moderate,meeting,64.0,861.0,2.0
279,,2018-06-12,30.0,mcm,2018,unsatisfactory,meeting,64.0,861.0,2.0
280,,2018-06-21,,mcm,2018,moderate,meeting,64.0,861.0,2.0
281,,2018-07-12,,mcm,2018,moderate,meeting,64.0,861.0,2.0
282,,2018-07-12,,mcm,2018,unsatisfactory,meeting,64.0,861.0,2.0
283,,2018-07-31,30.0,mcm,2018,moderate,meeting,64.0,861.0,2.0
284,,2018-08-07,,mcm,2018,moderate,meeting,64.0,861.0,2.0
285,0.0,2017-12-04,,mcm,2018,satisfactory,approval,68.0,864.0,14.0
286,1.0,2017-12-04,,mcm,2018,satisfactory,approval,64.0,861.0,2.0
287,1.0,2017-12-04,,mcm,2018,satisfactory,approval,68.0,864.0,14.0
288,,2018-02-16,,mcm,2018,satisfactory,meeting,68.0,864.0,14.0
289,,2018-03-08,,mcm,2018,satisfactory,meeting,68.0,864.0,14.0
290,,2017-10-19,,mcm,2018,satisfactory,meeting,,,6.0
291,1.0,2017-12-07,,mcm,2018,satisfactory,approval,56.0,909.0,39.0
292,,2017-12-06,60.0,mcm,2018,satisfactory,meeting,56.0,909.0,39.0
293,,2018-02-14,,mcm,2018,satisfactory,meeting,56.0,909.0,39.0
294,,2018-06-11,,mcm,2018,satisfactory,meeting,56.0,909.0,39.0
295,,2018-07-02,,mcm,2018,satisfactory,meeting,56.0,909.0,39.0
296,,2018-07-02,,mcm,2018,satisfactory,meeting,56.0,909.0,39.0
297,,2018-07-09,60.0,mcm,2018,satisfactory,meeting,56.0,909.0,39.0
298,,2018-07-16,,mcm,2018,satisfactory,meeting,56.0,909.0,39.0
299,,2018-08-02,,mcm,2018,satisfactory,meeting,56.0,909.0,39.0
300,,2018-08-02,,mcm,2018,satisfactory,meeting,56.0,909.0,39.0
301,,2018-08-08,,mcm,2018,satisfactory,meeting,56.0,909.0,39.0
302,,2018-08-10,,mcm,2018,satisfactory,meeting,56.0,909.0,39.0
303,1.0,2017-12-07,,mcm,2018,satisfactory,approval,58.0,921.0,27.0
304,,2018-02-15,,mcm,2018,satisfactory,meeting,58.0,921.0,27.0
305,,2018-02-22,,mcm,2018,satisfactory,meeting,58.0,921.0,27.0
306,,2018-04-05,,mcm,2018,satisfactory,meeting,58.0,921.0,27.0
307,,2018-06-06,,mcm,2018,satisfactory,meeting,58.0,921.0,27.0
308,,2018-06-15,,mcm,2018,satisfactory,meeting,58.0,921.0,27.0
309,,2018-07-09,,mcm,2018,satisfactory,meeting,58.0,921.0,27.0
310,1.0,2018-01-29,,mcm,2018,satisfactory,approval,75.0,931.0,56.0
311,0.0,2017-12-07,,mcm,2018,satisfactory,approval,75.0,931.0,56.0
312,,2017-11-29,30.0,mcm,2018,satisfactory,meeting,75.0,931.0,56.0
313,,2018-02-14,,mcm,2018,moderate,meeting,75.0,931.0,56.0
314,,2018-03-08,30.0,mcm,2018,moderate,meeting,75.0,931.0,56.0
315,,2018-05-14,45.0,mcm,2018,satisfactory,meeting,75.0,931.0,56.0
316,,2018-08-04,180.0,mcm,2018,moderate,meeting,75.0,931.0,56.0
317,,2018-08-07,45.0,mcm,2018,moderate,meeting,75.0,931.0,56.0
318,,2018-08-27,20.0,mcm,2018,satisfactory,meeting,75.0,931.0,56.0
319,0.0,2017-12-04,,mcm,2018,satisfactory,approval,45.0,935.0,57.0
320,,2018-02-13,30.0,mcm,2018,moderate,meeting,45.0,935.0,57.0
321,,2018-06-22,40.0,mcm,2018,satisfactory,meeting,45.0,935.0,32.0
322,1.0,2017-12-04,,mcm,2018,satisfactory,approval,66.0,944.0,14.0
323,,2017-12-06,30.0,mcm,2018,satisfactory,meeting,66.0,944.0,14.0
324,,2018-02-05,30.0,mcm,2018,satisfactory,meeting,66.0,944.0,14.0
325,,2018-02-16,,mcm,2018,satisfactory,meeting,66.0,944.0,14.0
326,,2018-03-27,,mcm,2018,satisfactory,meeting,66.0,944.0,14.0
327,,2018-06-01,30.0,mcm,2018,satisfactory,meeting,66.0,944.0,14.0
328,,2018-06-26,30.0,mcm,2018,satisfactory,meeting,66.0,944.0,14.0
329,,2018-07-09,30.0,mcm,2018,satisfactory,meeting,66.0,944.0,14.0
330,,2018-02-08,,mcm,2018,unsatisfactory,meeting,31.0,946.0,27.0
331,,2018-02-08,,mcm,2018,unsatisfactory,meeting,31.0,946.0,27.0
332,1.0,2018-02-13,,mcm,2018,satisfactory,approval,31.0,946.0,27.0
333,,2018-02-22,,mcm,2018,unsatisfactory,meeting,31.0,946.0,27.0
334,1.0,2018-02-13,,mcm,2018,satisfactory,approval,31.0,946.0,27.0
335,,2018-02-27,,mcm,2018,moderate,meeting,31.0,946.0,27.0
336,,2018-03-13,,mcm,2018,moderate,meeting,31.0,946.0,27.0
337,,2018-03-13,,mcm,2018,satisfactory,meeting,31.0,946.0,27.0
338,,2018-04-19,,mcm,2018,unsatisfactory,meeting,31.0,946.0,27.0
339,,2018-06-22,,mcm,2018,moderate,meeting,31.0,946.0,27.0
340,,2018-07-30,,mcm,2018,unsatisfactory,meeting,31.0,946.0,27.0
