,approved,date,duration,module,Year,progress,type,Marks,Student,Supervisor
10861,1.0,2019-12-03,,pnu,2020,,ethics,76.0,82.0,68.0
10862,1.0,2019-12-09,,pnu,2020,,approval,76.0,82.0,68.0
10863,,2020-01-15,,pnu,2020,satisfactory,meeting,76.0,82.0,68.0
10864,,2020-02-07,,pnu,2020,satisfactory,meeting,76.0,82.0,68.0
10865,,2020-02-21,,pnu,2020,satisfactory,meeting,76.0,82.0,68.0
10866,,2020-02-28,,pnu,2020,satisfactory,meeting,76.0,82.0,68.0
10867,,2020-03-06,,pnu,2020,satisfactory,meeting,76.0,82.0,68.0
10868,,2020-03-19,,pnu,2020,satisfactory,meeting,76.0,82.0,68.0
10869,,2020-03-27,,pnu,2020,satisfactory,meeting,76.0,82.0,68.0
10870,,2020-04-14,,pnu,2020,satisfactory,meeting,76.0,82.0,68.0
10871,,2020-04-20,,pnu,2020,satisfactory,meeting,76.0,82.0,68.0
10872,,2020-05-06,,pnu,2020,satisfactory,meeting,76.0,82.0,68.0
10873,,2019-11-08,,pnu,2020,satisfactory,meeting,67.0,83.0,1.0
10874,1.0,2019-11-14,,pnu,2020,,approval,67.0,83.0,1.0
10875,,2020-01-21,,pnu,2020,satisfactory,meeting,67.0,83.0,1.0
10876,1.0,2020-01-29,,pnu,2020,,ethics,67.0,83.0,1.0
10877,,2020-02-19,,pnu,2020,satisfactory,meeting,67.0,83.0,1.0
10878,,2020-03-04,,pnu,2020,moderate,meeting,67.0,83.0,1.0
10879,,2020-02-05,,pnu,2020,satisfactory,meeting,67.0,83.0,1.0
10880,,2020-03-18,,pnu,2020,satisfactory,meeting,67.0,83.0,1.0
10881,,2020-03-19,,pnu,2020,satisfactory,meeting,67.0,83.0,1.0
10882,,2020-04-01,,pnu,2020,satisfactory,meeting,67.0,83.0,1.0
10883,,2020-04-01,,pnu,2020,satisfactory,meeting,67.0,83.0,1.0
10884,,2020-04-15,,pnu,2020,satisfactory,meeting,67.0,83.0,1.0
10885,,2020-04-23,,pnu,2020,satisfactory,meeting,67.0,83.0,1.0
10886,,2019-11-11,,pnu,2020,satisfactory,meeting,60.0,84.0,6.0
10887,1.0,2019-11-14,,pnu,2020,,approval,60.0,84.0,6.0
10888,1.0,2019-12-03,,pnu,2020,,ethics,60.0,84.0,6.0
10889,,2020-01-23,,pnu,2020,satisfactory,meeting,60.0,84.0,6.0
10890,,2020-02-11,,pnu,2020,satisfactory,meeting,60.0,84.0,6.0
10891,,2020-02-17,,pnu,2020,satisfactory,meeting,60.0,84.0,6.0
10892,,2020-02-05,,pnu,2020,satisfactory,meeting,60.0,84.0,6.0
10893,,2020-02-24,,pnu,2020,satisfactory,meeting,60.0,84.0,6.0
10894,,2020-03-03,,pnu,2020,satisfactory,meeting,60.0,84.0,6.0
10895,,2020-03-09,,pnu,2020,satisfactory,meeting,60.0,84.0,6.0
10896,,2020-03-19,,pnu,2020,satisfactory,meeting,60.0,84.0,6.0
10897,,2020-03-31,,pnu,2020,satisfactory,meeting,60.0,84.0,6.0
10898,,2020-04-08,,pnu,2020,satisfactory,meeting,60.0,84.0,6.0
10899,,2019-11-07,,pnu,2020,satisfactory,meeting,71.0,85.0,68.0
10900,,2019-11-12,,pnu,2020,satisfactory,meeting,71.0,85.0,68.0
10901,1.0,2019-11-14,,pnu,2020,,approval,71.0,85.0,68.0
10902,1.0,2019-12-03,,pnu,2020,,ethics,71.0,85.0,68.0
10903,,2020-01-23,,pnu,2020,satisfactory,meeting,71.0,85.0,68.0
10904,,2020-02-17,,pnu,2020,satisfactory,meeting,71.0,85.0,68.0
10905,,2020-03-19,,pnu,2020,satisfactory,meeting,71.0,85.0,68.0
10906,,2020-03-23,,pnu,2020,satisfactory,meeting,71.0,85.0,68.0
10907,,2020-03-30,,pnu,2020,satisfactory,meeting,71.0,85.0,68.0
10908,,2020-04-06,,pnu,2020,satisfactory,meeting,71.0,85.0,68.0
10909,,2020-04-14,,pnu,2020,satisfactory,meeting,71.0,85.0,68.0
10910,,2020-04-20,,pnu,2020,satisfactory,meeting,71.0,85.0,68.0
10911,,2020-04-24,,pnu,2020,satisfactory,meeting,71.0,85.0,68.0
10912,,2020-05-06,,pnu,2020,satisfactory,meeting,71.0,85.0,68.0
10913,,2019-11-06,,pnu,2020,moderate,meeting,70.0,87.0,20.0
10914,0.0,2019-11-11,,pnu,2020,,ethics,70.0,87.0,20.0
10915,1.0,2019-11-11,,pnu,2020,,ethics,70.0,87.0,20.0
10916,,2019-11-12,,pnu,2020,satisfactory,meeting,70.0,87.0,20.0
10917,1.0,2019-11-14,,pnu,2020,,approval,70.0,87.0,20.0
10918,,2020-02-10,,pnu,2020,satisfactory,meeting,70.0,87.0,20.0
10919,,2020-03-19,,pnu,2020,satisfactory,meeting,70.0,87.0,20.0
10920,,2020-04-07,,pnu,2020,satisfactory,meeting,70.0,87.0,20.0
10921,,2019-11-12,15.0,pnu,2020,satisfactory,meeting,60.0,88.0,38.0
10922,1.0,2019-11-12,,pnu,2020,,ethics,60.0,88.0,38.0
10923,1.0,2019-11-14,,pnu,2020,,approval,60.0,88.0,38.0
10924,,2019-12-10,10.0,pnu,2020,satisfactory,meeting,60.0,88.0,38.0
10925,,2020-01-21,20.0,pnu,2020,satisfactory,meeting,60.0,88.0,38.0
10926,,2020-02-18,20.0,pnu,2020,satisfactory,meeting,60.0,88.0,38.0
10927,,2020-03-03,15.0,pnu,2020,satisfactory,meeting,60.0,88.0,38.0
10928,,2020-03-13,30.0,pnu,2020,satisfactory,meeting,60.0,88.0,38.0
10929,,2020-03-19,,pnu,2020,satisfactory,meeting,60.0,88.0,38.0
10930,,2020-04-01,35.0,pnu,2020,satisfactory,meeting,60.0,88.0,38.0
10931,,2020-04-07,45.0,pnu,2020,satisfactory,meeting,60.0,88.0,38.0
10932,,2020-04-07,35.0,pnu,2020,satisfactory,meeting,60.0,88.0,38.0
10933,,2020-04-07,25.0,pnu,2020,satisfactory,meeting,60.0,88.0,38.0
10934,,2020-04-15,15.0,pnu,2020,satisfactory,meeting,60.0,88.0,38.0
10935,,2019-11-06,25.0,pnu,2020,satisfactory,meeting,53.0,90.0,44.0
10936,1.0,2019-11-06,,pnu,2020,,ethics,53.0,90.0,44.0
10937,1.0,2019-11-14,,pnu,2020,,approval,53.0,90.0,44.0
10938,,2019-11-20,20.0,pnu,2020,satisfactory,meeting,53.0,90.0,44.0
10939,,2019-12-05,20.0,pnu,2020,satisfactory,meeting,53.0,90.0,44.0
10940,,2020-01-08,30.0,pnu,2020,satisfactory,meeting,53.0,90.0,44.0
10941,,2020-01-23,15.0,pnu,2020,satisfactory,meeting,53.0,90.0,44.0
10942,,2020-03-05,20.0,pnu,2020,satisfactory,meeting,53.0,90.0,44.0
10943,,2020-02-11,20.0,pnu,2020,satisfactory,meeting,53.0,90.0,44.0
10944,,2020-03-19,,pnu,2020,satisfactory,meeting,53.0,90.0,44.0
10945,,2020-04-09,20.0,pnu,2020,satisfactory,meeting,53.0,90.0,44.0
10946,,2020-04-15,10.0,pnu,2020,satisfactory,meeting,53.0,90.0,44.0
10947,1.0,2019-11-14,,pnu,2020,,approval,57.0,96.0,23.0
10948,,2019-11-25,,pnu,2020,satisfactory,meeting,57.0,96.0,23.0
10949,1.0,2019-12-02,,pnu,2020,,ethics,57.0,96.0,23.0
10950,,2019-12-16,,pnu,2020,moderate,meeting,57.0,96.0,23.0
10951,,2020-01-06,,pnu,2020,satisfactory,meeting,57.0,96.0,23.0
10952,,2020-02-03,,pnu,2020,satisfactory,meeting,57.0,96.0,23.0
10953,,2020-02-24,,pnu,2020,satisfactory,meeting,57.0,96.0,23.0
10954,,2020-03-19,,pnu,2020,satisfactory,meeting,57.0,96.0,23.0
10955,,2020-04-06,,pnu,2020,satisfactory,meeting,57.0,96.0,23.0
10956,1.0,2019-11-14,,pnu,2020,,approval,56.0,98.0,11.0
10957,1.0,2020-01-11,,pnu,2020,,ethics,56.0,98.0,11.0
10958,,2020-01-11,,pnu,2020,moderate,meeting,56.0,98.0,11.0
10959,,2020-03-19,,pnu,2020,moderate,meeting,56.0,98.0,11.0
10960,,2020-04-20,60.0,pnu,2020,satisfactory,meeting,56.0,98.0,11.0
10961,,2020-04-20,60.0,pnu,2020,satisfactory,meeting,56.0,98.0,11.0
10962,,2020-04-20,60.0,pnu,2020,satisfactory,meeting,56.0,98.0,11.0
10963,,2020-04-20,10.0,pnu,2020,satisfactory,meeting,56.0,98.0,11.0
10964,,2019-11-10,30.0,pnu,2020,satisfactory,meeting,63.0,99.0,8.0
10965,1.0,2019-11-14,,pnu,2020,,approval,63.0,99.0,8.0
10966,,2019-11-15,,pnu,2020,satisfactory,meeting,63.0,99.0,8.0
10967,0.0,2019-11-15,,pnu,2020,,ethics,63.0,99.0,8.0
10968,1.0,2019-11-15,,pnu,2020,,ethics,63.0,99.0,8.0
10969,,2019-11-28,0.0,pnu,2020,satisfactory,meeting,63.0,99.0,8.0
10970,,2020-02-14,45.0,pnu,2020,satisfactory,meeting,63.0,99.0,8.0
10971,,2020-02-25,0.0,pnu,2020,moderate,meeting,63.0,99.0,8.0
10972,,2020-03-10,,pnu,2020,moderate,meeting,63.0,99.0,8.0
10973,,2020-03-19,,pnu,2020,satisfactory,meeting,63.0,99.0,8.0
10974,,2020-04-04,60.0,pnu,2020,satisfactory,meeting,63.0,99.0,8.0
10975,,2020-04-06,45.0,pnu,2020,satisfactory,meeting,63.0,99.0,8.0
10976,,2020-04-09,30.0,pnu,2020,satisfactory,meeting,63.0,99.0,8.0
10977,,2020-04-12,35.0,pnu,2020,satisfactory,meeting,63.0,99.0,8.0
10978,,2020-04-16,0.0,pnu,2020,satisfactory,meeting,63.0,99.0,8.0
10979,,2019-11-25,,pnu,2020,satisfactory,meeting,62.0,103.0,23.0
10980,1.0,2019-12-02,,pnu,2020,,ethics,62.0,103.0,23.0
10981,1.0,2019-12-09,,pnu,2020,,approval,62.0,103.0,23.0
10982,,2020-03-19,,pnu,2020,moderate,meeting,62.0,103.0,23.0
10983,,2020-04-01,90.0,pnu,2020,moderate,meeting,62.0,103.0,23.0
10984,,2020-04-07,,pnu,2020,moderate,meeting,62.0,103.0,23.0
10985,,2020-05-01,,pnu,2020,moderate,meeting,62.0,103.0,23.0
10986,,2019-11-06,25.0,pnu,2020,satisfactory,meeting,65.0,179.0,44.0
10987,1.0,2019-11-06,,pnu,2020,,ethics,65.0,179.0,44.0
10988,1.0,2019-11-14,,pnu,2020,,approval,65.0,179.0,44.0
10989,,2019-11-20,15.0,pnu,2020,moderate,meeting,65.0,179.0,44.0
10990,,2019-12-21,20.0,pnu,2020,satisfactory,meeting,65.0,179.0,44.0
10991,,2020-01-09,20.0,pnu,2020,satisfactory,meeting,65.0,179.0,44.0
10992,,2020-01-23,17.0,pnu,2020,satisfactory,meeting,65.0,179.0,44.0
10993,,2020-02-12,10.0,pnu,2020,satisfactory,meeting,65.0,179.0,44.0
10994,,2020-03-03,20.0,pnu,2020,satisfactory,meeting,65.0,179.0,44.0
10995,,2020-03-19,,pnu,2020,satisfactory,meeting,65.0,179.0,44.0
10996,,2020-03-23,20.0,pnu,2020,satisfactory,meeting,65.0,179.0,44.0
10997,,2020-04-14,15.0,pnu,2020,satisfactory,meeting,65.0,179.0,44.0
10998,,2019-11-11,20.0,pnu,2020,moderate,meeting,62.0,456.0,48.0
10999,1.0,2019-11-14,,pnu,2020,,approval,62.0,456.0,48.0
11000,0.0,2019-12-11,,pnu,2020,,ethics,62.0,456.0,48.0
11001,1.0,2019-12-12,,pnu,2020,,ethics,62.0,456.0,48.0
11002,,2020-02-04,30.0,pnu,2020,satisfactory,meeting,62.0,456.0,48.0
11003,,2020-03-19,,pnu,2020,satisfactory,meeting,62.0,456.0,48.0
11004,,2020-05-09,60.0,pnu,2020,satisfactory,meeting,62.0,456.0,48.0
11005,,2019-11-08,,pnu,2020,satisfactory,meeting,67.0,582.0,1.0
11006,1.0,2019-11-14,,pnu,2020,,approval,67.0,582.0,1.0
11007,,2019-12-03,,pnu,2020,satisfactory,meeting,67.0,582.0,1.0
11008,,2019-12-03,,pnu,2020,satisfactory,meeting,67.0,582.0,1.0
11009,,2020-01-29,,pnu,2020,satisfactory,meeting,67.0,582.0,1.0
11010,0.0,2020-02-07,,pnu,2020,,ethics,67.0,582.0,1.0
11011,,2020-02-12,,pnu,2020,satisfactory,meeting,67.0,582.0,1.0
11012,1.0,2020-02-14,,pnu,2020,,ethics,67.0,582.0,1.0
11013,1.0,2020-02-19,,pnu,2020,,ethics,67.0,582.0,1.0
11014,,2020-03-04,,pnu,2020,satisfactory,meeting,67.0,582.0,1.0
11015,,2020-03-18,,pnu,2020,satisfactory,meeting,67.0,582.0,1.0
11016,,2020-03-19,,pnu,2020,satisfactory,meeting,67.0,582.0,1.0
11017,,2020-03-25,,pnu,2020,satisfactory,meeting,67.0,582.0,1.0
11018,1.0,2020-04-08,,pnu,2020,,ethics,67.0,582.0,1.0
11019,,2020-04-22,,pnu,2020,unsatisfactory,meeting,67.0,582.0,1.0
11020,1.0,2019-11-14,,pnu,2020,,approval,46.0,846.0,23.0
11021,,2019-11-27,,pnu,2020,satisfactory,meeting,46.0,846.0,23.0
11022,1.0,2019-12-02,,pnu,2020,,ethics,46.0,846.0,23.0
11023,,2020-01-31,,pnu,2020,satisfactory,meeting,46.0,846.0,23.0
11024,,2020-03-07,,pnu,2020,satisfactory,meeting,46.0,846.0,23.0
11025,,2020-03-19,,pnu,2020,satisfactory,meeting,46.0,846.0,23.0
11026,,2020-05-13,,pnu,2020,satisfactory,meeting,46.0,846.0,23.0
11027,1.0,2019-11-14,,pnu,2020,,approval,59.0,996.0,62.0
11028,,2019-11-27,,pnu,2020,satisfactory,meeting,59.0,996.0,62.0
11029,1.0,2019-12-02,,pnu,2020,,ethics,59.0,996.0,62.0
11030,,2020-02-26,,pnu,2020,satisfactory,meeting,59.0,996.0,62.0
11031,,2020-02-12,,pnu,2020,satisfactory,meeting,59.0,996.0,62.0
11032,,2020-03-19,,pnu,2020,satisfactory,meeting,59.0,996.0,62.0
11033,,2020-03-26,,pnu,2020,satisfactory,meeting,59.0,996.0,62.0
11034,,2020-04-08,,pnu,2020,satisfactory,meeting,59.0,996.0,62.0
11035,,2020-04-24,,pnu,2020,satisfactory,meeting,59.0,996.0,62.0
11036,,2020-10-28,,ca400,2021,satisfactory,meeting,40.0,3.0,60.0
11037,1.0,2020-11-02,,ca400,2021,,approval,40.0,3.0,60.0
11038,0.0,2021-02-10,,ca400,2021,,ethics,40.0,3.0,60.0
11039,,2021-02-10,,ca400,2021,satisfactory,meeting,40.0,3.0,60.0
11040,0.0,2021-04-28,,ca400,2021,,ethics,40.0,3.0,60.0
11041,1.0,2021-05-04,,ca400,2021,,ethics,40.0,3.0,60.0
11042,,2021-05-06,,ca400,2021,moderate,meeting,40.0,3.0,60.0
11043,1.0,2021-05-06,,ca400,2021,,ethics,40.0,3.0,60.0
11044,,2020-10-21,,ca400,2021,satisfactory,meeting,68.0,127.0,60.0
11045,1.0,2020-11-02,,ca400,2021,,approval,68.0,127.0,60.0
11046,,2020-11-02,,ca400,2021,satisfactory,meeting,68.0,127.0,60.0
11047,,2020-12-03,,ca400,2021,satisfactory,meeting,68.0,127.0,60.0
11048,1.0,2021-02-03,,ca400,2021,,ethics,68.0,127.0,60.0
11049,,2021-02-03,20.0,ca400,2021,satisfactory,meeting,68.0,127.0,60.0
11050,,2021-03-10,,ca400,2021,satisfactory,meeting,68.0,127.0,60.0
11051,,2021-03-31,,ca400,2021,satisfactory,meeting,68.0,127.0,60.0
11052,,2021-04-28,,ca400,2021,satisfactory,meeting,68.0,127.0,60.0
11053,,2021-05-17,,ca400,2021,satisfactory,meeting,68.0,127.0,60.0
11054,,2020-10-30,,ca400,2021,satisfactory,meeting,74.0,137.0,61.0
11055,1.0,2020-11-02,,ca400,2021,,approval,74.0,137.0,61.0
11056,,2020-11-27,,ca400,2021,satisfactory,meeting,74.0,137.0,61.0
11057,,2021-02-05,,ca400,2021,satisfactory,meeting,74.0,137.0,61.0
11058,,2021-04-23,,ca400,2021,satisfactory,meeting,74.0,137.0,61.0
11059,,2020-10-14,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11060,1.0,2020-11-02,,ca400,2021,,approval,82.0,152.0,51.0
11061,,2020-11-24,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11062,,2021-02-03,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11063,,2021-02-03,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11064,,2021-02-03,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11065,,2021-02-03,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11066,,2021-05-19,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11067,,2021-05-19,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11068,,2021-05-19,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11069,,2021-05-19,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11070,,2021-05-19,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11071,,2021-05-19,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11072,,2021-05-19,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11073,,2021-05-19,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11074,,2021-05-19,,ca400,2021,satisfactory,meeting,82.0,152.0,51.0
11075,0.0,2020-11-09,,ca400,2021,,approval,,,1.0
11076,,2020-11-11,,ca400,2021,satisfactory,meeting,,,1.0
11077,,2020-11-17,,ca400,2021,unsatisfactory,meeting,,,1.0
11078,,2020-11-19,,ca400,2021,unsatisfactory,meeting,,,1.0
11079,,2020-11-26,,ca400,2021,satisfactory,meeting,,,1.0
11080,,2020-10-28,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11081,1.0,2020-11-02,,ca400,2021,,approval,78.0,188.0,51.0
11082,,2020-11-24,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11083,,2021-02-03,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11084,,2021-02-03,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11085,,2021-02-03,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11086,1.0,2021-04-23,,ca400,2021,,ethics,78.0,188.0,51.0
11087,,2021-05-19,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11088,,2021-05-19,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11089,,2021-05-19,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11090,,2021-05-19,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11091,,2021-05-19,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11092,,2021-05-19,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11093,,2021-05-19,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11094,,2021-05-19,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11095,,2021-05-19,,ca400,2021,satisfactory,meeting,78.0,188.0,51.0
11096,,2020-10-27,60.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11097,1.0,2020-11-02,,ca400,2021,,approval,62.0,210.0,42.0
11098,,2020-11-17,15.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11099,,2020-11-24,20.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11100,0.0,2020-11-27,,ca400,2021,,ethics,62.0,210.0,42.0
11101,,2020-12-01,20.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11102,0.0,2020-12-01,,ca400,2021,,ethics,62.0,210.0,42.0
11103,,2020-12-08,15.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11104,0.0,2020-12-08,,ca400,2021,,ethics,62.0,210.0,42.0
11105,1.0,2021-01-13,,ca400,2021,,ethics,62.0,210.0,42.0
11106,1.0,2021-01-13,,ca400,2021,,ethics,62.0,210.0,42.0
11107,,2021-01-13,15.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11108,,2021-01-26,15.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11109,,2021-02-02,15.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11110,,2021-02-09,15.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11111,,2021-02-23,15.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11112,,2021-03-02,15.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11113,,2021-03-09,15.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11114,,2021-03-25,10.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11115,,2021-04-13,15.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11116,,2021-04-27,20.0,ca400,2021,satisfactory,meeting,62.0,210.0,42.0
11117,1.0,2020-11-02,,ca400,2021,,approval,46.0,215.0,19.0
11118,,2021-04-20,,ca400,2021,satisfactory,meeting,46.0,215.0,19.0
11119,0.0,2021-04-26,,ca400,2021,,ethics,46.0,215.0,19.0
11120,0.0,2021-04-26,,ca400,2021,,ethics,46.0,215.0,19.0
11121,1.0,2021-04-27,,ca400,2021,,ethics,46.0,215.0,19.0
11122,1.0,2021-04-28,,ca400,2021,,ethics,46.0,215.0,19.0
11123,1.0,2020-11-09,,ca400,2021,,approval,55.0,225.0,47.0
11124,,2021-01-27,50.0,ca400,2021,satisfactory,meeting,55.0,225.0,47.0
11125,,2021-02-19,20.0,ca400,2021,satisfactory,meeting,55.0,225.0,47.0
11126,,2021-03-10,15.0,ca400,2021,satisfactory,meeting,55.0,225.0,47.0
11127,1.0,2021-03-29,,ca400,2021,,ethics,55.0,225.0,47.0
11128,,2021-03-29,30.0,ca400,2021,satisfactory,meeting,55.0,225.0,47.0
11129,,2021-04-19,15.0,ca400,2021,satisfactory,meeting,55.0,225.0,47.0
11130,,2021-04-26,30.0,ca400,2021,satisfactory,meeting,55.0,225.0,47.0
11131,,2021-04-30,20.0,ca400,2021,satisfactory,meeting,55.0,225.0,47.0
11132,,2020-10-28,,ca400,2021,satisfactory,meeting,,,1.0
11133,1.0,2020-12-02,,ca400,2021,,approval,,,1.0
11134,,2020-12-11,,ca400,2021,satisfactory,meeting,,,1.0
11135,,2021-02-22,,ca400,2021,unsatisfactory,meeting,,,1.0
11136,,2020-10-14,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11137,,2020-10-27,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11138,1.0,2020-11-02,,ca400,2021,,approval,80.0,254.0,51.0
11139,,2020-11-24,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11140,,2020-12-02,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11141,0.0,2021-01-22,,ca400,2021,,ethics,80.0,254.0,51.0
11142,,2021-02-03,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11143,,2021-02-03,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11144,,2021-02-03,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11145,,2021-02-03,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11146,1.0,2021-03-26,,ca400,2021,,ethics,80.0,254.0,51.0
11147,1.0,2021-03-26,,ca400,2021,,ethics,80.0,254.0,51.0
11148,,2021-05-19,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11149,,2021-05-19,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11150,,2021-05-19,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11151,,2021-05-19,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11152,,2021-05-19,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11153,,2021-05-19,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11154,,2021-05-19,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11155,,2021-05-19,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11156,,2021-05-19,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11157,,2021-05-19,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11158,,2021-05-19,,ca400,2021,satisfactory,meeting,80.0,254.0,51.0
11159,1.0,2020-11-02,,ca400,2021,,approval,72.0,258.0,15.0
11160,,2020-11-26,20.0,ca400,2021,satisfactory,meeting,72.0,258.0,15.0
11161,,2020-11-26,15.0,ca400,2021,satisfactory,meeting,72.0,258.0,15.0
11162,,2021-01-29,20.0,ca400,2021,satisfactory,meeting,72.0,258.0,15.0
11163,,2021-02-12,15.0,ca400,2021,satisfactory,meeting,72.0,258.0,15.0
11164,0.0,2021-03-18,,ca400,2021,,ethics,72.0,258.0,15.0
11165,0.0,2021-03-22,,ca400,2021,,ethics,72.0,258.0,15.0
11166,0.0,2021-03-25,,ca400,2021,,ethics,72.0,258.0,15.0
11167,,2021-03-31,20.0,ca400,2021,satisfactory,meeting,72.0,258.0,15.0
11168,1.0,2021-04-06,,ca400,2021,,ethics,72.0,258.0,15.0
11169,1.0,2021-04-13,,ca400,2021,,ethics,72.0,258.0,15.0
11170,,2021-04-14,25.0,ca400,2021,satisfactory,meeting,72.0,258.0,15.0
11171,0.0,2020-11-02,,ca400,2021,,approval,62.0,269.0,17.0
11172,1.0,2020-11-09,,ca400,2021,,approval,62.0,269.0,17.0
11173,,2020-11-19,,ca400,2021,satisfactory,meeting,62.0,269.0,17.0
11174,0.0,2020-12-01,,ca400,2021,,ethics,62.0,269.0,17.0
11175,,2020-12-01,,ca400,2021,satisfactory,meeting,62.0,269.0,17.0
11176,,2020-12-07,,ca400,2021,satisfactory,meeting,62.0,269.0,17.0
11177,,2021-02-18,,ca400,2021,satisfactory,meeting,62.0,269.0,17.0
11178,0.0,2021-05-05,,ca400,2021,,ethics,62.0,269.0,17.0
11179,0.0,2021-05-10,,ca400,2021,,ethics,62.0,269.0,17.0
11180,,2021-05-17,,ca400,2021,satisfactory,meeting,62.0,269.0,17.0
11181,,2021-05-17,,ca400,2021,satisfactory,meeting,62.0,269.0,17.0
11182,1.0,2021-05-17,,ca400,2021,,ethics,62.0,269.0,17.0
11183,1.0,2021-05-26,,ca400,2021,,ethics,62.0,269.0,17.0
11184,1.0,2020-11-02,,ca400,2021,,approval,64.0,277.0,24.0
11185,0.0,2021-04-27,,ca400,2021,,ethics,64.0,277.0,24.0
11186,0.0,2021-04-27,,ca400,2021,,ethics,64.0,277.0,24.0
11187,0.0,2021-04-28,,ca400,2021,,ethics,64.0,277.0,24.0
11188,0.0,2021-04-29,,ca400,2021,,ethics,64.0,277.0,24.0
11189,1.0,2021-04-30,,ca400,2021,,ethics,64.0,277.0,24.0
11190,1.0,2021-05-04,,ca400,2021,,ethics,64.0,277.0,24.0
11191,,2021-05-18,,ca400,2021,satisfactory,meeting,64.0,277.0,24.0
11192,,2021-05-18,,ca400,2021,satisfactory,meeting,64.0,277.0,24.0
11193,,2021-05-18,,ca400,2021,satisfactory,meeting,64.0,277.0,24.0
11194,,2021-05-19,,ca400,2021,satisfactory,meeting,64.0,277.0,24.0
11195,,2021-05-19,,ca400,2021,satisfactory,meeting,64.0,277.0,24.0
11196,,2021-05-19,,ca400,2021,satisfactory,meeting,64.0,277.0,24.0
11197,,2021-05-19,,ca400,2021,satisfactory,meeting,64.0,277.0,24.0
11198,,2021-05-19,,ca400,2021,satisfactory,meeting,64.0,277.0,24.0
11199,,2021-05-19,,ca400,2021,satisfactory,meeting,64.0,277.0,24.0
11200,,2020-11-11,15.0,ca400,2021,moderate,meeting,0.0,282.0,56.0
11201,,2020-11-11,,ca400,2021,moderate,meeting,0.0,282.0,56.0
11202,,2020-11-17,,ca400,2021,unsatisfactory,meeting,0.0,282.0,56.0
